post_id,url,title,ai_model,author_name,author_url,author_avatar_url,original_post_url,image_urls,image_paths,prompt,published_date,original_language,category,source_category,likes_count,views_count,shares_count,comments_count,saved_count,cited_from,created_at
gpt-image-1-5-style-description-for-90s-film-aesthetic-2550,https://youmind.com/vi-VN/prompts/gpt-image-1-5-style-description-for-90s-film-aesthetic-2550,Mô tả phong cách GPT Image 1.5 cho thẩm mỹ phim thập niên 90,GPT Image 1.5,ふうこい,https://x.com/koishita_dan,https://unavatar.io/x/koishita_dan,https://x.com/koishita_dan/status/2002067995250864304,"[""https://cms-assets.youmind.com/media/1766231586172_klag99_G8jGOqpaAAAVTM6-900x720.jpg""]","[""data\\images\\gpt-image-1-5-style-description-for-90s-film-aesthetic-2550.jpg""]","Trong khi vẫn giữ tâm trạng và kết cấu suy đồi đặc trưng của các bộ phim thập niên 90, hãy tái tạo lại các nhân vật sao cho chân thực.",2025-12-19T17:26:21.000Z,JA,"Điện ảnh / Ảnh tĩnh từ phim, Cổ điển / Cổ điển, Chân dung / Ảnh tự chụp",gpt-1.5,0,21,0,0,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:12.791383
gpt-image-1-5-multi-image-consistency-prompt-2882,https://youmind.com/vi-VN/prompts/gpt-image-1-5-multi-image-consistency-prompt-2882,Lời nhắc nhất quán đa hình ảnh GPT Image 1.5,GPT Image 1.5,Yasin Ertan,https://x.com/ysnverse,https://unavatar.io/x/ysnverse,https://x.com/ysnverse/status/2002352866116485137,"[""https://cms-assets.youmind.com/media/1782896732498_x4pnxm_Weixin_Image_20260701165925_729_34-900x506.png"", ""https://cms-assets.youmind.com/media/1766117316953_lu715l_G8buTauaYAAbW1-.jpg"", ""https://cms-assets.youmind.com/media/1766035335635_5863ub_G8VyfikbAAEQl9D.jpg"", ""https://cms-assets.youmind.com/media/1766231578095_dfti72_G8fXIWfakAcJaVR-900x900.jpg"", ""https://cms-assets.youmind.com/media/1766035335941_5b0wjd_G8VId0sa4AA67ZN-900x900.jpg"", ""https://cms-assets.youmind.com/media/1766231604369_ekgjs8_G8ftuYvaUAAOJU2.jpg"", ""https://cms-assets.youmind.com/media/1766231592930_q2refo_G8gYxAjawAE1oc3.jpg""]","[""data\\images\\gpt-image-1-5-multi-image-consistency-prompt-2882.png"", ""data\\images\\gpt-image-1-5-multi-image-consistency-prompt-2882_2.jpg"", ""data\\images\\gpt-image-1-5-multi-image-consistency-prompt-2882_3.jpg"", ""data\\images\\gpt-image-1-5-multi-image-consistency-prompt-2882_4.jpg"", ""data\\images\\gpt-image-1-5-multi-image-consistency-prompt-2882_5.jpg"", ""data\\images\\gpt-image-1-5-multi-image-consistency-prompt-2882_6.jpg"", ""data\\images\\gpt-image-1-5-multi-image-consistency-prompt-2882_7.jpg""]","đưa ra lệnh cấu trúc cho mô hình: ""Mặc đồ cho người này"" bằng cách sử dụng 6 hình ảnh tham chiếu riêng biệt (áo sơ mi, túi xách, phụ kiện).",2025-12-20T12:18:19.000Z,EN,,gpt-1.5,6,36,0,0,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:08.499049
german-alphabet-animal-poster-2313,https://youmind.com/vi-VN/prompts/german-alphabet-animal-poster-2313,Áp phích bảng chữ cái tiếng Đức cho trẻ em,GPT Image 1.5,smn Sk,https://x.com/smnSk241687,https://unavatar.io/x/smnSk241687,https://x.com/smnSk241687/status/2001293727227105678,"[""https://cms-assets.youmind.com/media/1766035315861_c6ampx_G8YDG9MXUAAoUJV.jpg"", ""https://cms-assets.youmind.com/media/1766035315879_oj5d3c_G8YDG9TWAAAYDlE.jpg""]","[""data\\images\\german-alphabet-animal-poster-2313.jpg"", ""data\\images\\german-alphabet-animal-poster-2313_2.jpg""]","Một áp phích có tất cả các chữ cái trong bảng chữ cái từ A đến Z. Dưới mỗi chữ cái là một con vật có tên bắt đầu bằng chữ cái đó. Tên của con vật được viết bên dưới. Phong cách: vẽ dễ thương, kiểu truyện tranh. Đây là một áp phích mà trẻ em có thể dùng để học bảng chữ cái.",2025-12-17T14:09:41.000Z,EN,"Áp phích / Tờ rơi, Minh họa, Văn bản / Kiểu chữ, Động vật / Sinh vật",gpt-1.5,3,114,1,0,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:03.267557
flat-vector-woman-working-laptop-2311,https://youmind.com/vi-VN/prompts/flat-vector-woman-working-laptop-2311,Hình minh họa vector phẳng về một người phụ nữ đang làm việc,GPT Image 1.5,PromptlyAI,https://x.com/PromptlyAI_YT,https://unavatar.io/x/PromptlyAI_YT,https://x.com/PromptlyAI_YT/status/2001303013567181294,"[""https://cms-assets.youmind.com/media/1766035313081_ppl256_G8YOe_hXEAAk25v-900x600.jpg""]","[""data\\images\\flat-vector-woman-working-laptop-2311.jpg""]",Hình minh họa vector phẳng một người phụ nữ tóc vàng đang ngồi làm việc trên máy tính xách tay tại bàn làm việc.,2025-12-17T14:46:35.000Z,EN,"Thiết kế ứng dụng / web, Minh họa, Chân dung / Ảnh tự chụp",gpt-1.5,1,70,0,0,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:19:58.757194
festive-wallpaper-prompt-2552,https://youmind.com/vi-VN/prompts/festive-wallpaper-prompt-2552,Gợi ý hình nền lễ hội,GPT Image 1.5,Viki,https://x.com/churvikv,https://unavatar.io/x/churvikv,https://x.com/churvikv/status/2002093738122965442,"[""https://cms-assets.youmind.com/media/1766231589093_faay77_G8jbKWyXIAAf1mT.jpg"", ""https://cms-assets.youmind.com/media/1766231589446_qb929e_G8jbPDcWYAAO8Rm.jpg""]","[""data\\images\\festive-wallpaper-prompt-2552.jpg"", ""data\\images\\festive-wallpaper-prompt-2552_2.jpg""]","Màu sắc tươi sáng, rực rỡ tạo nên không khí lễ hội, tưng bừng 🎅",2025-12-19T19:08:38.000Z,EN,,gpt-1.5,65,2,16,17,13,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:19:54.541942
cozy-cinematic-lifestyle-photo-series-of-a-woman-in-a-sunlit-kitchen-2864,https://youmind.com/vi-VN/prompts/cozy-cinematic-lifestyle-photo-series-of-a-woman-in-a-sunlit-kitchen-2864,Loạt ảnh phong cách sống điện ảnh ấm cúng về một người phụ nữ trong căn bếp tràn ngập ánh nắng,GPT Image 1.5,Smiling Khan,https://x.com/AIwithkhan,https://unavatar.io/x/AIwithkhan,https://x.com/AIwithkhan/status/2002450998208704590,"[""https://cms-assets.youmind.com/media/1766388925213_1pgmrf_G8oikfuaMAAt6jL-900x600.jpg""]","[""data\\images\\cozy-cinematic-lifestyle-photo-series-of-a-woman-in-a-sunlit-kitchen-2864.jpg""]","Một loạt ảnh phong cách điện ảnh ấm cúng được chụp dưới dạng lưới đa khung, thể hiện một phụ nữ trẻ trong căn bếp ấm áp, ngập nắng trong khoảnh khắc uống trà yên tĩnh. Cô ấy mặc một chiếc váy không tay màu hồng phấn mềm mại, ngồi tại một chiếc bàn tròn nhỏ bằng gỗ cạnh cửa sổ. Ánh sáng tự nhiên buổi sáng tràn vào, tạo ra những điểm sáng nhẹ nhàng và bóng đổ mềm mại. Chuỗi ảnh bao gồm cận cảnh cô ấy nhấp trà từ một tách trà hoa tinh xảo, những bức ảnh chụp qua vai trong một cuộc trò chuyện bình tĩnh, những bức ảnh chụp từ trên xuống bộ ấm trà trên một tấm lót dệt, các góc nghiêng và những biểu cảm chân thực tinh tế. Căn bếp tông màu kem trung tính với những dụng cụ nấu ăn bằng đồng treo lơ lửng ở phía sau. Tâm trạng thân mật, yên bình, độ sâu trường ảnh nông, độ mềm mại như phim, phong cách kể chuyện biên tập, kết cấu da chân thực, tông màu ấm áp, bố cục tối giản, chủ nghĩa hiện thực điện ảnh chi tiết cao.",2025-12-20T18:48:16.000Z,EN,"Bài đăng trên mạng xã hội, Nhiếp ảnh, Điện ảnh / Ảnh tĩnh từ phim, Chân dung / Ảnh tự chụp, Nhóm / Cặp đôi, Thực phẩm / Đồ uống",gpt-1.5,24,669,1,12,5,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:19:50.196732
complex-four-quadrant-paper-world-composite-prompt-2878,https://youmind.com/vi-VN/prompts/complex-four-quadrant-paper-world-composite-prompt-2878,Lời nhắc tổng hợp thế giới giấy bốn góc phần tư phức tạp,GPT Image 1.5,两斤,https://x.com/0x00_Krypt,https://unavatar.io/x/0x00_Krypt,https://x.com/0x00_Krypt/status/2002320422046724291,"[""https://cms-assets.youmind.com/media/1766388936642_5v3x64_G8mrrT_bMAYf-5t-900x503.jpg""]","[""data\\images\\complex-four-quadrant-paper-world-composite-prompt-2878.jpg""]","Một hình ảnh tổng hợp toàn khung hình 16:9 liền mạch được chia thành bốn góc phần tư riêng biệt. **QUAN TRỌNG:** Bốn phần tiếp xúc trực tiếp với nhau. KHÔNG CÓ NỀN XÁM. KHÔNG CÓ VIỀN. KHÔNG CÓ KHOẢNG CÁCH. Hình ảnh được lấp đầy từ cạnh này sang cạnh khác với các chi tiết giấy.

**Bố cục:** Chế độ xem chia đôi màn hình nhìn sâu vào bốn thế giới giấy khác nhau.

1) **Trên cùng bên trái (Luckin):** Một cái nhìn rộng về khu rừng giấy huyền ảo. Những đám mây giấy màu xanh và trắng cùng những chiếc lá cà phê lấp đầy hoàn toàn góc phần tư. Một con nai sừng tấm bằng giấy màu trắng nhảy xuyên qua khu rừng rậm rạp.
2) **Trên cùng bên phải (Google):** Một cái nhìn rộng về **""Hang động giấy"" theo phong cách bản đồ địa hình**. Logo ""G"" được tạo thành từ **hàng trăm tờ giấy mỏng** màu Xanh lam, Đỏ, Vàng và Xanh lục được xếp chồng lên nhau theo chiều ngang. Nó trông giống như một hẻm núi trầm tích hoặc một bản đồ đường đồng mức. Có thể nhìn thấy các sợi giấy và các cạnh cắt sắc nét. KHÔNG có độ mịn của nhựa.
3) **Dưới cùng bên trái (Coke):** Một cái nhìn rộng về vụ nổ giấy màu đỏ. Chai Coke là một **Hình bóng không gian âm**—một lỗ sâu được cắt xuyên qua các lớp giấy đỏ dày đặc. Những dải ruy băng giấy màu trắng trải dài qua khoảng trống.
4) **Dưới cùng bên phải (McDonald's):** Một cái nhìn rộng về một thành phố giấy màu vàng. Các dải giấy màu vàng dọc (khoai tây chiên) đứng dày đặc lấp đầy khung hình. Các mái vòm vàng (Golden Arches) vươn lên từ sâu bên trong các lớp.

**Chất liệu chung:** Tất cả đều là giấy bìa cứng mờ.
**Ánh sáng:** Ánh sáng studio mềm mại, đều, làm nổi bật độ sâu của các vết cắt giấy.
**Công nghệ:** Octane render, 8k, --ar 16:9 --stylize 400 --no borders, frames, background wall, isolated objects, 3d plastic, seamless texture",2025-12-20T10:09:24.000Z,EN,"Tiếp thị sản phẩm, Kết xuất 3D, Minh họa, Tóm tắt / Bối cảnh, Sơ đồ / Biểu đồ",gpt-1.5,78,10,25,7,91,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:19:45.538943
cinematic-winter-fashion-portrait-on-a-mountain-peak-2867,https://youmind.com/vi-VN/prompts/cinematic-winter-fashion-portrait-on-a-mountain-peak-2867,Chân dung thời trang mùa đông điện ảnh trên đỉnh núi,GPT Image 1.5,Smiling Khan,https://x.com/AIwithkhan,https://unavatar.io/x/AIwithkhan,https://x.com/AIwithkhan/status/2002391950658580520,"[""https://cms-assets.youmind.com/media/1766388927467_ud9jd4_G8ns3eZa8AAFH3J.jpg""]","[""data\\images\\cinematic-winter-fashion-portrait-on-a-mountain-peak-2867.jpg""]","Một bức chân dung thời trang mùa đông đậm chất điện ảnh về một phụ nữ trẻ sành điệu đang ngồi trên đỉnh núi phủ tuyết, xung quanh là những dãy núi cao hùng vĩ dưới bầu trời hoàng hôn vàng dịu. Cô ấy mặc một chiếc áo khoác phao màu hồng pastel khoác ngoài áo khoác lông cừu họa tiết trái tim, quần jean denim tối màu thêu họa tiết hổ nổi bật, kính râm màu vàng cổ điển, găng tay da nâu và giày thể thao nhiều màu sắc. Một chiếc mũ len màu vàng vui nhộn với hình mặt người tạo thêm nét pop-art. Bên cạnh cô là một máy cassette di động màu hồng cổ điển đặt trên tuyết, tạo thêm nét quyến rũ hoài cổ. Tư thế tự tin thư thái, nhìn về phía xa, gió nhẹ nhàng làm tóc cô bay. Google Gemini siêu thực, chi tiết sắc nét, nhiếp ảnh thời trang biên tập, tông màu lạnh tự nhiên cân bằng với ánh nắng ấm áp, độ sâu trường ảnh nông, bố cục điện ảnh, độ phân giải cao, thẩm mỹ phong cách sống kết hợp phiêu lưu.",2025-12-20T14:53:38.000Z,EN,"Bài đăng trên mạng xã hội, Tiếp thị sản phẩm, Nhiếp ảnh, Người có ảnh hưởng / Người mẫu, Mặt hàng thời trang, Phong cảnh / Thiên nhiên",gpt-1.5,52,1,15,23,14,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:19:40.920803
christmas-wreath-generation-2879,https://youmind.com/vi-VN/prompts/christmas-wreath-generation-2879,Tạo Vòng Hoa Giáng Sinh,GPT Image 1.5,カーブミラー,https://x.com/kabumira862571,https://unavatar.io/x/kabumira862571,https://x.com/kabumira862571/status/2002524462739276233,"[""https://cms-assets.youmind.com/media/1766388937874_eg2zj4_G8plYZsbwAAHbbV.jpg""]","[""data\\images\\christmas-wreath-generation-2879.jpg""]",Một vòng hoa Giáng Sinh như thế này đã được trưng bày ở lối vào.,2025-12-20T23:40:11.000Z,JA,"Bài đăng trên mạng xã hội, Nhiếp ảnh, Tóm tắt / Bối cảnh",gpt-1.5,28,121,2,1,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:19:36.030767
character-visual-update-while-preserving-original-atmosphere-2561,https://youmind.com/vi-VN/prompts/character-visual-update-while-preserving-original-atmosphere-2561,Cập nhật hình ảnh nhân vật nhưng vẫn giữ nguyên không khí ban đầu,GPT Image 1.5,ふうこい,https://x.com/koishita_dan,https://unavatar.io/x/koishita_dan,https://x.com/koishita_dan/status/2002063444032512222,"[""https://cms-assets.youmind.com/media/1766231603946_fjhila_G8jCFumbMAU98mt-900x720.jpg""]","[""data\\images\\character-visual-update-while-preserving-original-atmosphere-2561.jpg""]","Thay đổi nhân vật thành một ""hình ảnh chân thực hơn"" trong khi vẫn giữ nguyên không khí của tác phẩm gốc.",2025-12-19T17:08:16.000Z,JA,"Nhiếp ảnh, Điện ảnh / Ảnh tĩnh từ phim, Nhân vật",gpt-1.5,0,23,0,0,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:19:31.593611
